video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,937.5496,86.2875,1238.213,85.7575,1234.5756,382.2466,936.8285,378.4145,292.1271,296.4892,300.6633,297.7471,4.3621,2.9162,0.7211,0.53,0.41397661856688,-0.112299620268347,0.721144153299186,0.839068969316636,0.00360896931663635,0.431973920551115,0.0288558467008142,0.0639766185668799,0.00170037973165285,0.0288558467008142,0.41397661856688,-0.112299620268347,0.721144153299186,0.839068969316636,0.00360896931663635,0.0639766185668799,0.00170037973165285,0.0288558467008142
1y_1x_1z_f5_dark.mp4,0.75,0.35,0.126,0.83718,5,944.2712,392.8507,1242.1965,393.9007,1239.7746,689.1326,944.1299,682.4887,289.638,295.232,297.9252,295.6447,5.594,2.2805,0.1414,1.05,0.422769565811595,0.13776310461818,0.731720089492743,0.856228397180234,0.0190483971802338,2.27530485442005,0.018279910507257,0.0727695658115952,0.0117631046181803,0.018279910507257,0.422769565811595,0.13776310461818,0.731720089492743,0.856228397180234,0.0190483971802338,0.0727695658115952,0.0117631046181803,0.018279910507257
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,721.997,88.3697,1017.9991,85.8031,1014.0751,380.0954,719.5441,376.3965,288.0268,294.2923,296.0021,294.5309,6.2655,1.4711,2.4529,2.5666,0.235325032081722,-0.113357745665737,0.728266634635004,0.77369253605633,0.00484746394366975,0.622635181708037,0.0217333653649959,0.0603250320817217,0.000642254334262612,0.0217333653649959,0.235325032081722,-0.113357745665737,0.728266634635004,0.77369253605633,0.00484746394366975,0.0603250320817217,0.000642254334262612,0.0217333653649959
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,512.9667,90.5115,802.0329,88.8183,798.4924,379.0806,513.083,376.4187,285.9072,290.2623,289.0662,285.4094,4.355,3.6568,0.1163,1.6931,0.060036212349864,-0.113322624028554,0.736031234817587,0.74712003221513,0.0114899677848702,1.51460800475478,0.0139687651824131,0.060036212349864,0.000677375971446417,0.0139687651824131,0.060036212349864,-0.113322624028554,0.736031234817587,0.74712003221513,0.0114899677848702,0.060036212349864,0.000677375971446417,0.0139687651824131
1y_3x_1z_f5_dark.mp4,0.75,0,0.126,0.76051,5,477.3773,389.9672,764,390.0827,764,679.5646,475.7047,671.0742,281.107,289.4819,286.6227,288.2953,8.3749,1.6726,1.6726,0.1155,0.0287882583932313,0.1355539038082,0.742494184379382,0.755315323885436,0.00519467611456359,0.683051651465936,0.00750581562061814,0.0287882583932313,0.00955390380820026,0.00750581562061814,0.0287882583932313,0.1355539038082,0.742494184379382,0.755315323885436,0.00519467611456359,0.0287882583932313,0.00955390380820026,0.00750581562061814
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,305.1543,89,581.9801,89,582.008,378.231,283.2984,376.1587,287.1587,289.231,276.8258,298.7096,2.0723,21.8838,21.8559,0,-0.118271094931393,-0.115036998370247,0.715692780681149,0.734464239571555,0.0440757604284452,5.66133537498975,0.0343072193188509,0.0567289050686068,0.0010369983702474,0.0343072193188509,-0.118271094931393,-0.115036998370247,0.715692780681149,0.734464239571555,0.0440757604284452,0.0567289050686068,0.0010369983702474,0.0343072193188509
1y_4x_0z_f5_dark_v1.mp4,0.75,-0.175,-0.114,0.77854,5,318.9039,60.7545,582,61.6582,582,355.1862,303.445,353.575,292.8205,293.528,263.0961,278.555,0.7075,15.4589,15.4589,0.9036,-0.114429217541253,-0.138378796359456,0.736714993282151,0.758282083683714,0.0202579163162862,2.602039242208,0.013285006717849,0.0605707824587471,0.0243787963594557,0.013285006717849,-0.114429217541253,-0.138378796359456,0.736714993282151,0.758282083683714,0.0202579163162862,0.0605707824587471,0.0243787963594557,0.013285006717849
1y_4x_0z_f5_dark_v2.mp4,0.75,-0.175,-0.114,0.77854,5,311.5731,60.7353,582,61.6338,582,355.1859,304.0153,353.6026,292.8673,293.5521,270.4269,277.9847,0.6848,7.5579,7.5579,0.8985,-0.116840761268224,-0.137692350470841,0.742671865728045,0.76431174727064,0.01422825272936,1.82755577482981,0.00732813427195478,0.0581592387317759,0.0236923504708409,0.00732813427195478,-0.116840761268224,-0.137692350470841,0.742671865728045,0.76431174727064,0.01422825272936,0.0581592387317759,0.0236923504708409,0.00732813427195478
1y_4x_0z_f5_dark_v3.mp4,0.75,-0.175,-0.114,0.77854,5,330.5676,60.7866,582,61.7184,582,355.1854,294.9219,353.5758,292.7892,293.4671,251.4324,287.0781,0.6779,35.6457,35.6457,0.9317,-0.108340412918924,-0.13662108979088,0.704318960591166,0.725581260435598,0.052958739564402,6.80231453289516,0.0456810394088342,0.0666595870810756,0.0226210897908803,0.0456810394088342,-0.108340412918924,-0.13662108979088,0.704318960591166,0.725581260435598,0.052958739564402,0.0666595870810756,0.0226210897908803,0.0456810394088342
1y_5x_0z_f5_dark.mp4,0.75,-0.35,-0.114,0.83546,5,85.9188,86,362.1254,86,361.2642,376.1527,69.6183,372.7594,286.7594,290.1527,276.2066,291.6459,3.3933,15.4393,16.3005,0,-0.29994123602544,-0.118437402502672,0.737814664471846,0.805209688522034,0.0302503114779662,3.62079710314871,0.0121853355281544,0.0500587639745603,0.00443740250267216,0.0121853355281544,-0.29994123602544,-0.118437402502672,0.737814664471846,0.805209688522034,0.0302503114779662,0.0500587639745603,0.00443740250267216,0.0121853355281544
