video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,939,88,1238,86,1234,382,937,378,290,296,299,297,6,2,2,2,0.370681001290012,-0.104482842183206,0.726377076003239,0.822158576900504,0.0133014230994956,1.59210771305575,0.0236229239967606,0.0206810012900122,0.00951715781679378,0.0236229239967606,0.370681001290012,-0.104482842183206,0.726377076003239,0.822158576900504,0.0133014230994956,0.0206810012900122,0.00951715781679378,0.0236229239967606
1y_1x_1z_f5_dark.mp4,0.75,0.35,0.126,0.83718,5,945,393,1242,395,1239,689,945,682,289,294,297,294,5,3,0,2,0.377728077316215,0.146730079123276,0.733780962706654,0.838237864656108,0.00105786465610769,0.126360478762953,0.0162190372933461,0.0277280773162151,0.0207300791232757,0.0162190372933461,0.377728077316215,0.146730079123276,0.733780962706654,0.838237864656108,0.00105786465610769,0.0277280773162151,0.0207300791232757,0.0162190372933461
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,723,89,1017,86,1014,380,721,376,287,294,294,293,7,1,2,3,0.189767175491305,-0.1053834073361,0.729250195117816,0.760869956375653,0.0176700436243474,2.26963850596597,0.0207498048821837,0.0147671754913053,0.00861659266389966,0.0207498048821837,0.189767175491305,-0.1053834073361,0.729250195117816,0.760869956375653,0.0176700436243474,0.0147671754913053,0.00861659266389966,0.0207498048821837
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,513,91,802,89,798,379,514,376,285,290,289,284,5,5,1,2,0.0136096337356658,-0.104864545396897,0.737632756721373,0.745173723906103,0.0134362760938966,1.77117044250625,0.0123672432786266,0.0136096337356658,0.0091354546031034,0.0123672432786266,0.0136096337356658,-0.104864545396897,0.737632756721373,0.745173723906103,0.0134362760938966,0.0136096337356658,0.0091354546031034,0.0123672432786266
1y_3x_1z_f5_dark.mp4,0.75,0,0.126,0.76051,5,478,390,764,391,763,679,477,656,266,288,286,286,22,0,1,1,-0.0204161008338203,0.140583363493715,0.741717671692066,0.75519904910213,0.00531095089786959,0.698340705299022,0.00828232830793418,0.0204161008338203,0.0145833634937154,0.00828232830793418,-0.0204161008338203,0.140583363493715,0.741717671692066,0.75519904910213,0.00531095089786959,0.0204161008338203,0.0145833634937154,0.00828232830793418
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,364,90,581,89,582,378,312,375,285,289,217,270,4,53,52,1,-0.140616779225871,-0.111973332807441,0.696054326482803,0.718889929874729,0.0596500701252711,7.66178617993566,0.0539456735171966,0.0343832207741286,0.00202666719255876,0.0539456735171966,-0.140616779225871,-0.111973332807441,0.696054326482803,0.718889929874729,0.0596500701252711,0.0343832207741286,0.00202666719255876,0.0539456735171966
1y_5x_0z_f5_dark.mp4,0.75,-0.35,-0.114,0.83546,5,146,86,361,86,360,376,108,373,287,290,215,252,3,37,38,0,-0.331083113507313,-0.118804116245678,0.753539144987256,0.831595868865844,0.00386413113415618,0.462515396806092,0.00353914498725616,0.0189168864926874,0.00480411624567795,0.00353914498725616,-0.331083113507313,-0.118804116245678,0.753539144987256,0.831595868865844,0.00386413113415618,0.0189168864926874,0.00480411624567795,0.00353914498725616
1y_5x_1z_f5_dark.mp4,0.75,-0.35,0.126,0.83718,5,47,389,340,390,336,681,46,642,253,291,293,290,38,3,1,1,-0.340163378120728,0.121140062931787,0.675106146569287,0.765607175905016,0.071572824094984,8.54927543598557,0.0748938534307132,0.0098366218792717,0.00485993706821333,0.0748938534307132,-0.340163378120728,0.121140062931787,0.675106146569287,0.765607175905016,0.071572824094984,0.0098366218792717,0.00485993706821333,0.0748938534307132
2y_1x_0z_f5_dark.mp4,1,0.35,-0.114,1.0656,5,876,159,1098,158,1095,377,874,374,215,219,222,221,4,1,2,1,0.385516069638834,-0.103470941997843,0.97674395683708,1.05515763419759,0.0104423658024122,0.979951745721866,0.0232560431629201,0.0355160696388338,0.0105290580021573,0.0232560431629201,0.385516069638834,-0.103470941997843,0.97674395683708,1.05515763419759,0.0104423658024122,0.0355160696388338,0.0105290580021573,0.0232560431629201
2y_2x_0z_f5_dark.mp4,1,0.175,-0.114,1.02158,5,708,160,927,158,924,376,707,373,213,218,219,217,5,2,1,2,0.197159885421174,-0.103722855807772,0.979791443959282,1.00479934558698,0.0167806544130193,1.64261775025151,0.0202085560407184,0.0221598854211738,0.0102771441922283,0.0202085560407184,0.197159885421174,-0.103722855807772,0.979791443959282,1.00479934558698,0.0167806544130193,0.0221598854211738,0.0102771441922283,0.0202085560407184
2y_3x_0z_f5_dark.mp4,1,0,-0.114,1.00648,5,540,159,755,159,753,374,541,372,213,215,215,212,2,3,1,0,0.00805129330255547,-0.104896121327735,0.987154601239201,0.99274479416473,0.01373520583527,1.36467747349873,0.0128453987607992,0.00805129330255547,0.00910387867226529,0.0128453987607992,0.00805129330255547,-0.104896121327735,0.987154601239201,0.99274479416473,0.01373520583527,0.00805129330255547,0.00910387867226529,0.0128453987607992
2y_4x_0z_f5_dark.mp4,1,-0.175,-0.114,1.02158,5,372,158,588,159,587,374,374,370,212,215,216,213,3,3,2,1,-0.179171664275276,-0.10515087851964,0.987810219651079,1.00941974548735,0.0121602545126542,1.190337958129,0.0121897803489207,0.00417166427527621,0.00884912148035984,0.0121897803489207,-0.179171664275276,-0.10515087851964,0.987810219651079,1.00941974548735,0.0121602545126542,0.00417166427527621,0.00884912148035984,0.0121897803489207
2y_5x_0z_f5_dark.mp4,1,-0.35,-0.114,1.0656,5,266,156,430,157,430,372,234,367,211,215,164,196,4,32,32,1,-0.309911889078124,-0.110568818932825,0.923359549321866,0.980236553101367,0.0853634468986327,8.01083398072755,0.0766404506781344,0.0400881109218764,0.00343118106717474,0.0766404506781344,-0.309911889078124,-0.110568818932825,0.923359549321866,0.980236553101367,0.0853634468986327,0.0400881109218764,0.00343118106717474,0.0766404506781344
3y_1x_0z_f5_dark.mp4,1.25,0.35,-0.114,1.30307,5,829,201,1004,200,1002,374,827,370,169,174,175,175,5,0,2,1,0.389653709579091,-0.104578101560125,1.23944495676719,1.30345325714822,0.000383257148217186,0.029411861850644,0.0105550432328065,0.0396537095790906,0.00942189843987543,0.0105550432328065,0.389653709579091,-0.104578101560125,1.23944495676719,1.30345325714822,0.000383257148217186,0.0396537095790906,0.00942189843987543,0.0105550432328065
3y_2x_0z_f5_dark.mp4,1.25,0.175,-0.114,1.26733,5,704,204,877,202,875,374,704,372,168,172,173,171,4,2,0,2,0.212251208333179,-0.101305630982664,1.23946788655417,1.26158394413799,0.00574605586201238,0.453398551443774,0.0105321134458258,0.0372512083331788,0.012694369017336,0.0105321134458258,0.212251208333179,-0.101305630982664,1.23946788655417,1.26158394413799,0.00574605586201238,0.0372512083331788,0.012694369017336,0.0105321134458258
3y_3x_0z_f5_dark.mp4,1.25,0,-0.114,1.25519,5,564,204,733,203,733,373,565,372,168,170,169,168,2,1,1,1,0.0121183466060944,-0.101983679982393,1.24596632156185,1.25019182519067,0.00499817480932707,0.398200655624015,0.00403367843814917,0.0121183466060944,0.0120163200176067,0.00403367843814917,0.0121183466060944,-0.101983679982393,1.24596632156185,1.25019182519067,0.00499817480932707,0.0121183466060944,0.0120163200176067,0.00403367843814917
3y_4x_0z_f5_dark.mp4,1.25,-0.175,-0.114,1.26733,5,458,204,627,204,626,373,460,371,167,169,169,166,2,3,2,0,-0.139404868285499,-0.101643623152293,1.25463933032234,1.26644581116639,0.000884188833606414,0.06976784528153,0.00463933032233688,0.0355951317145008,0.0123563768477072,0.00463933032233688,-0.139404868285499,-0.101643623152293,1.25463933032234,1.26644581116639,0.000884188833606414,0.0355951317145008,0.0123563768477072,0.00463933032233688
