video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,error_3d_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs,error_builtin_3d_abs
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,939,88,1238,86,1234,382,937,378,290,296,299,297,6,2,2,2,0.295212025557588,-0.095193790832485,0.572591273288573,0.651208694730884,0.184251305269116,22.0538751429292,0.177408726711427,0.0547879744424121,0.018806209167515,0.177408726711427,0.186625968075519,0.295212025557588,-0.095193790832485,0.572591273288573,0.651208694730884,0.184251305269116,0.0547879744424121,0.018806209167515,0.177408726711427,0.186625968075519
1y_1x_1z_f5_dark.mp4,0.75,0.35,0.126,0.83718,5,945,393,1242,395,1239,689,945,682,289,294,297,294,5,3,0,2,0.0918857138078476,0.0534365149638383,0.12760773963909,0.166078838956852,0.671101161043148,80.1621110207062,0.62239226036091,0.258114286192152,0.0725634850361617,0.62239226036091,0.677687663938367,0.0918857138078476,0.0534365149638383,0.12760773963909,0.166078838956852,0.671101161043148,0.258114286192152,0.0725634850361617,0.62239226036091,0.677687663938367
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,723,89,1017,86,1014,380,721,376,287,294,294,293,7,1,2,3,0.179405295772541,-0.106728289384043,0.743117160497285,0.771881015527409,0.00665898447259095,0.855316935878817,0.00688283950271518,0.00440529577254084,0.00727171061595701,0.00688283950271518,0.0109388246967361,0.179405295772541,-0.106728289384043,0.743117160497285,0.771881015527409,0.00665898447259095,0.00440529577254084,0.00727171061595701,0.00688283950271518,0.0109388246967361
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,513,91,802,89,798,379,514,376,285,290,289,284,5,5,1,2,0.00265282474937695,-0.105496888217794,0.743282069001904,0.750736215326355,0.00787378467364463,1.03792260498077,0.00671793099809603,0.00265282474937695,0.00850311178220603,0.00671793099809603,0.0111566565792256,0.00265282474937695,-0.105496888217794,0.743282069001904,0.750736215326355,0.00787378467364463,0.00265282474937695,0.00850311178220603,0.00671793099809603,0.0111566565792256
1y_3x_1z_f5_dark.mp4,0.75,0,0.126,0.76051,5,478,390,764,391,763,679,477,656,266,288,286,286,22,0,1,1,-0.0318139120704746,0.138603592690518,0.757489935054268,0.7707230907508,0.0102130907508003,1.34292655596907,0.00748993505426832,0.0318139120704746,0.0126035926905175,0.00748993505426832,0.0350296257053014,-0.0318139120704746,0.138603592690518,0.757489935054268,0.7707230907508,0.0102130907508003,0.0318139120704746,0.0126035926905175,0.00748993505426832,0.0350296257053014
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,364,90,581,89,582,378,312,375,285,289,217,270,4,53,52,1,-0.153396832820131,-0.113879931022262,0.701582544375267,0.727129488867668,0.0514105111323319,6.60345147742336,0.0484174556247325,0.0216031671798695,0.000120068977738155,0.0484174556247325,0.0530184992048412,-0.153396832820131,-0.113879931022262,0.701582544375267,0.727129488867668,0.0514105111323319,0.0216031671798695,0.000120068977738155,0.0484174556247325,0.0530184992048412
1y_5x_0z_f5_dark.mp4,0.75,-0.35,-0.114,0.83546,5,146,86,361,86,360,376,108,373,287,290,215,252,3,37,38,0,-0.270423049705414,-0.101555974024465,0.564792548567787,0.634375964700532,0.201084035299468,24.0686610130309,0.185207451432213,0.0795769502945857,0.0124440259755348,0.185207451432213,0.201963226520776,-0.270423049705414,-0.101555974024465,0.564792548567787,0.634375964700532,0.201084035299468,0.0795769502945857,0.0124440259755348,0.185207451432213,0.201963226520776
1y_5x_1z_f5_dark.mp4,0.75,-0.35,0.126,0.83718,5,47,389,340,390,336,681,46,642,253,291,293,290,38,3,1,1,-0.291872503366087,0.105154122713628,0.526873503616926,0.611426722149461,0.225753277850539,26.9659186615231,0.223126496383074,0.0581274966339134,0.0208458772863718,0.223126496383074,0.231514124521486,-0.291872503366087,0.105154122713628,0.526873503616926,0.611426722149461,0.225753277850539,0.0581274966339134,0.0208458772863718,0.223126496383074,0.231514124521486
2y_1x_0z_f5_dark.mp4,1,0.35,-0.114,1.0656,5,876,159,1098,158,1095,377,874,374,215,219,222,221,4,1,2,1,0.371048832353397,-0.104903143560314,0.993347256400511,1.06556120299027,3.87970097266432e-05,0.0036408605223952,0.00665274359948853,0.021048832353397,0.0090968564396862,0.00665274359948853,0.0238760368974042,0.371048832353397,-0.104903143560314,0.993347256400511,1.06556120299027,3.87970097266432e-05,0.021048832353397,0.0090968564396862,0.00665274359948853,0.0238760368974042
2y_2x_0z_f5_dark.mp4,1,0.175,-0.114,1.02158,5,708,160,927,158,924,376,707,373,213,218,219,217,5,2,1,2,0.183861528862071,-0.105240811010855,0.998615428106157,1.02083958747169,0.000740412528312806,0.0724771949639584,0.00138457189384289,0.00886152886207114,0.00875918898914485,0.00138457189384289,0.0125366313198601,0.183861528862071,-0.105240811010855,0.998615428106157,1.02083958747169,0.000740412528312806,0.00886152886207114,0.00875918898914485,0.00138457189384289,0.0125366313198601
