video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,939,88,1238,86,1234,382,937,378,290,296,299,297,6,2,2,2,0.417224424618536,-0.113148841103693,0.727111924686605,0.845914080603247,0.0104540806032473,1.25129636406857,0.0228880753133948,0.0672244246185365,0.000851158896306964,0.0228880753133948,0.417224424618536,-0.113148841103693,0.727111924686605,0.845914080603247,0.0104540806032473,0.0672244246185365,0.000851158896306964,0.0228880753133948
1y_1x_1z_f5_dark.mp4,0.75,0.35,0.126,0.83718,5,945,393,1242,395,1239,689,945,682,289,294,297,294,5,3,0,2,0.423662998715429,0.138247071675268,0.732832403830059,0.857698036263742,0.0205180362637418,2.45085122240639,0.0171675961699407,0.0736629987154285,0.0122470716752681,0.0171675961699407,0.423662998715429,0.138247071675268,0.732832403830059,0.857698036263742,0.0205180362637418,0.0736629987154285,0.0122470716752681,0.0171675961699407
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,723,89,1017,86,1014,380,721,376,287,294,294,293,7,1,2,3,0.236636404087299,-0.113945488204706,0.73188212551687,0.777580740291752,0.000959259708248283,0.123212642670676,0.0181178744831295,0.0616364040872995,5.45117952940322e-05,0.0181178744831295,0.236636404087299,-0.113945488204706,0.73188212551687,0.777580740291752,0.000959259708248283,0.0616364040872995,5.45117952940322e-05,0.0181178744831295
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,513,91,802,89,798,379,514,376,285,290,289,284,5,5,1,2,0.0601873226993869,-0.113382466017964,0.738473082353952,0.74954692366481,0.00906307633518955,1.19469507852382,0.0115269176460483,0.0601873226993869,0.000617533982035859,0.0115269176460483,0.0601873226993869,-0.113382466017964,0.738473082353952,0.74954692366481,0.00906307633518955,0.0601873226993869,0.000617533982035859,0.0115269176460483
1y_3x_1z_f5_dark.mp4,0.75,0,0.126,0.76051,5,478,390,764,391,763,679,477,656,266,288,286,286,22,0,1,1,0.0260973207689024,0.133357239761879,0.74626288417687,0.758533793478051,0.00197620652194852,0.259852799035979,0.00373711582312963,0.0260973207689024,0.00735723976187902,0.00373711582312963,0.0260973207689024,0.133357239761879,0.74626288417687,0.758533793478051,0.00197620652194852,0.0260973207689024,0.00735723976187902,0.00373711582312963
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,364,90,581,89,582,378,312,375,285,289,217,270,4,53,52,1,-0.0968964062817575,-0.119312493584102,0.691588914842339,0.708462851396162,0.0700771486038383,9.00109803013824,0.0584110851576609,0.0781035937182425,0.0053124935841022,0.0584110851576609,-0.0968964062817575,-0.119312493584102,0.691588914842339,0.708462851396162,0.0700771486038383,0.0781035937182425,0.0053124935841022,0.0584110851576609
1y_4x_0z_f5_dark_v1.mp4,0.75,-0.175,-0.114,0.77854,5,362,61,582,62,582,355,293,317,256,293,220,289,37,69,69,1,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,19.194846584758,0.141716613679918,0.0828737871313972,0.0174208818944367,0.141716613679918,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,0.0828737871313972,0.0174208818944367,0.141716613679918
1y_4x_0z_f5_dark_v2.mp4,0.75,-0.175,-0.114,0.77854,5,362,61,582,62,582,355,293,317,256,293,220,289,37,69,69,1,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,19.194846584758,0.141716613679918,0.0828737871313972,0.0174208818944367,0.141716613679918,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,0.0828737871313972,0.0174208818944367,0.141716613679918
1y_4x_0z_f5_dark_v3.mp4,0.75,-0.175,-0.114,0.77854,5,362,61,582,62,582,355,293,317,256,293,220,289,37,69,69,1,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,19.194846584758,0.141716613679918,0.0828737871313972,0.0174208818944367,0.141716613679918,-0.0921262128686028,-0.131420881894437,0.608283386320082,0.629100441399025,0.149439558600975,0.0828737871313972,0.0174208818944367,0.141716613679918
1y_5x_0z_f5_dark.mp4,0.75,-0.35,-0.114,0.83546,5,146,86,361,86,360,376,108,373,287,290,215,252,3,37,38,0,-0.284738021720051,-0.126784154085012,0.750443520629928,0.812597957415315,0.0228620425846849,2.73646166000586,0.000443520629928362,0.0652619782799487,0.0127841540850117,0.000443520629928362,-0.284738021720051,-0.126784154085012,0.750443520629928,0.812597957415315,0.0228620425846849,0.0652619782799487,0.0127841540850117,0.000443520629928362
1y_5x_0z_f5_dark_v1.mp4,0.75,-0.35,-0.114,0.83546,5,133,57,353,58,355,352,63,313,256,294,220,292,38,72,70,1,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,22.7773552362302,0.163757162632568,0.113109989414434,0.0142163903883934,0.163757162632568,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,0.113109989414434,0.0142163903883934,0.163757162632568
1y_5x_0z_f5_dark_v2.mp4,0.75,-0.35,-0.114,0.83546,5,133,57,353,58,355,352,63,313,256,294,220,292,38,72,70,1,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,22.7773552362302,0.163757162632568,0.113109989414434,0.0142163903883934,0.163757162632568,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,0.113109989414434,0.0142163903883934,0.163757162632568
1y_5x_0z_f5_dark_v3.mp4,0.75,-0.35,-0.114,0.83546,5,133,57,353,58,355,352,63,313,256,294,220,292,38,72,70,1,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,22.7773552362302,0.163757162632568,0.113109989414434,0.0142163903883934,0.163757162632568,-0.236890010585566,-0.128216390388393,0.586242837367432,0.645164307943391,0.190295692056609,0.113109989414434,0.0142163903883934,0.163757162632568
1y_5x_1z_f5_dark.mp4,0.75,-0.35,0.126,0.83718,5,47,389,340,390,336,681,46,642,253,291,293,290,38,3,1,1,-0.302013249190249,0.115075796548066,0.679252731036096,0.752222516452159,0.0849574835478415,10.1480546056812,0.0707472689639045,0.0479867508097506,0.010924203451934,0.0707472689639045,-0.302013249190249,0.115075796548066,0.679252731036096,0.752222516452159,0.0849574835478415,0.0479867508097506,0.010924203451934,0.0707472689639045
2y_1x_0z_f5_dark.mp4,1,0.35,-0.114,1.0656,5,876,159,1098,158,1095,377,874,374,215,219,222,221,4,1,2,1,0.448504687120258,-0.1149576621354,0.97994827931075,1.08382210190445,0.0182221019044484,1.71003208562766,0.0200517206892499,0.0985046871202577,0.000957662135399773,0.0200517206892499,0.448504687120258,-0.1149576621354,0.97994827931075,1.08382210190445,0.0182221019044484,0.0985046871202577,0.000957662135399773,0.0200517206892499
