video_name,y_position,x_position,z_position,distance,frames,x_tl,y_tl,x_tr,y_tr,x_br,y_br,x_bl,y_bl,left_height,right_height,top_width,bottom_width,height_difference,width_difference,x_coordinate_difference,y_coordinate_difference,pnp_custom_x,pnp_custom_y,pnp_custom_z,pnp_custom_distance,error_dist_abs,error_dist_pct,error_depth_abs,error_x_abs,error_y_abs,error_z_abs,error_3d_abs,pnp_builtin_x,pnp_builtin_y,pnp_builtin_z,pnp_builtin_distance,error_builtin_dist_abs,error_builtin_x_abs,error_builtin_y_abs,error_builtin_z_abs,error_builtin_3d_abs
1y_1x_0z_f5_dark.mp4,0.75,0.35,-0.114,0.83546,5,939,87,1238,86,1235,382,936,378,291,296,299,299,5,0,3,1,0.355286917285415,-0.108619860888676,0.721642866713549,0.811662180252473,0.023797819747527,2.84846907661971,0.0283571332864511,0.0052869172854153,0.00538013911132355,0.0283571332864511,0.0293432172650779,0.355286917285415,-0.108619860888676,0.721642866713549,0.811662180252473,0.023797819747527,0.0052869172854153,0.00538013911132355,0.0283571332864511,0.0293432172650779
1y_2x_0z_f5_dark.mp4,0.75,0.175,-0.114,0.77854,5,722,89,1018,86,1014,380,720,377,288,294,296,294,6,2,2,3,0.175725947635646,-0.108808426322471,0.725251527354923,0.754127747959102,0.0244122520408985,3.13564518726057,0.0247484726450774,0.000725947635645763,0.0051915736775295,0.0247484726450774,0.0252975559191607,0.175725947635646,-0.108808426322471,0.725251527354923,0.754127747959102,0.0244122520408985,0.000725947635645763,0.0051915736775295,0.0247484726450774,0.0252975559191607
1y_3x_0z_f5_dark.mp4,0.75,0,-0.114,0.75861,5,512,91,802,88,799,379,513,376,285,291,290,286,6,4,1,3,-0.000416966134731689,-0.109055677329435,0.729690964074812,0.737795512097334,0.0208144879026658,2.74376661297186,0.0203090359251882,0.000416966134731689,0.00494432267056527,0.0203090359251882,0.0209063896366341,-0.000416966134731689,-0.109055677329435,0.729690964074812,0.737795512097334,0.0208144879026658,0.000416966134731689,0.00494432267056527,0.0203090359251882,0.0209063896366341
1y_4x_0z_f5_dark.mp4,0.75,-0.175,-0.114,0.77854,5,293,89,582,89,582,378,294,376,287,289,289,288,2,1,1,0,-0.182434388142486,-0.109613123306831,0.729123928546486,0.759551871801434,0.0189881281985657,2.43894060659255,0.0208760714535143,0.0074343881424864,0.00438687669316924,0.0208760714535143,0.022590377896495,-0.182434388142486,-0.109613123306831,0.729123928546486,0.759551871801434,0.0189881281985657,0.0074343881424864,0.00438687669316924,0.0208760714535143,0.022590377896495
1y_5x_0z_f5_dark.mp4,0.75,-0.35,-0.114,0.83546,5,75,85,362,86,361,376,74,373,288,290,287,287,2,0,1,1,-0.365780180394822,-0.112516980513859,0.728772485105883,0.823143089821587,0.0123169101784129,1.47426689230039,0.0212275148941167,0.0157801803948219,0.00148301948614091,0.0212275148941167,0.0264919011901626,-0.365780180394822,-0.112516980513859,0.728772485105883,0.823143089821587,0.0123169101784129,0.0157801803948219,0.00148301948614091,0.0212275148941167,0.0264919011901626
2y_1x_0z_f5_dark.mp4,1,0.35,-0.114,1.0656,5,875,158,1098,157,1095,378,872,374,216,221,223,223,5,0,3,1,0.365135626829988,-0.109071303449142,0.972288816169803,1.04430173669563,0.0212982633043741,1.99871089568075,0.0277111838301967,0.0151356268299876,0.00492869655085836,0.0277111838301967,0.0319576119023001,0.365135626829988,-0.109071303449142,0.972288816169803,1.04430173669563,0.0212982633043741,0.0151356268299876,0.00492869655085836,0.0277111838301967,0.0319576119023001
2y_2x_0z_f5_dark.mp4,1,0.175,-0.114,1.02158,5,708,159,927,157,924,376,706,373,214,219,219,218,5,1,2,2,0.178439240171791,-0.109838987889773,0.97374361800095,0.996033031225027,0.0255469687749732,2.50073110035173,0.0262563819990502,0.00343924017179056,0.00416101211022744,0.0262563819990502,0.0268055962519166,0.178439240171791,-0.109838987889773,0.97374361800095,0.996033031225027,0.0255469687749732,0.00343924017179056,0.00416101211022744,0.0262563819990502,0.0268055962519166
2y_3x_0z_f5_dark.mp4,1,0,-0.114,1.00648,5,539,159,754,158,753,374,540,372,213,216,215,213,3,2,1,1,-0.0109544559889996,-0.110831636359585,0.977732221413472,0.984054850358597,0.0224251496414027,2.22807702501816,0.0222677785865277,0.0109544559889996,0.00316836364041537,0.0222677785865277,0.0250178455777363,-0.0109544559889996,-0.110831636359585,0.977732221413472,0.984054850358597,0.0224251496414027,0.0109544559889996,0.00316836364041537,0.0222677785865277,0.0250178455777363
2y_4x_0z_f5_dark.mp4,1,-0.175,-0.114,1.02158,5,371,158,587,158,588,374,373,373,215,216,216,215,1,1,2,0,-0.196814154501364,-0.110321937708896,0.97334387972491,0.99915216536315,0.0224278346368495,2.19540658948389,0.0266561202750901,0.0218141545013644,0.00367806229110383,0.0266561202750901,0.0346400667861179,-0.196814154501364,-0.110321937708896,0.97334387972491,0.99915216536315,0.0224278346368495,0.0218141545013644,0.00367806229110383,0.0266561202750901,0.0346400667861179
2y_5x_0z_f5_dark.mp4,1,-0.35,-0.114,1.0656,5,214,155,429,156,431,372,214,370,215,216,215,217,1,2,0,1,-0.371790472222835,-0.113601315447793,0.972806721021567,1.04760981790545,0.0179901820945549,1.68826783920373,0.0271932789784333,0.0217904722228352,0.000398684552206985,0.0271932789784333,0.0348490753200888,-0.371790472222835,-0.113601315447793,0.972806721021567,1.04760981790545,0.0179901820945549,0.0217904722228352,0.000398684552206985,0.0271932789784333,0.0348490753200888
